#EXTINF:-1 tvg-logo="https://ghp.ci/https://raw.githubusercontent.com/linitfor/epg/main/logo/2024-12-09 06:21:35.png" group-title="更新时间",2024-12-09 06:21:35

央视,#genre#
影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
美丽中国说,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
中国气象,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
溧水影视,https://live.lsrmw.cn/ysyl/sd/live.m3u8
柳林影视,http://pili-live-hls.212.i2863.com/i2863-212/live_212_316579.m3u8
菏泽影视,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
定州国学影视,https://jwcdnqx.hebyun.com.cn/live/yspd/1500k/tzwj_video.m3u8
新泰影视,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
平泉影视频道,http://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
CGTN Espa?ol,http://livees.cgtn.com/500e/prog_index.m3u8
新昌影视,https://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8
石首影视,http://p8.vzan.com/slowlive/798787236084269922/live.m3u8
淮安影视,http://live1.habctv.com/ysylsl/playlist.m3u8
上虞影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?blog.ntnas.top
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
永清影视,http://60.10.203.69:8000/4.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
石河子影视,http://124.88.144.73:1935/live/jjsh/playlist.m3u8?
江苏影视,https://cntv.dfkj.live/jstv.php?id=jsys
利辛影视,https://live.fst1994.net/hls/lixinys/index.m3u8
拉萨影视,http://220.182.45.198:20088/tsfile/live/1003_1.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
定州国学影视,https://jwliveqxzb.hebyun.com.cn/yspd/yspd.m3u8
一号影厅,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
二号影厅,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
三号影厅,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
体育,#genre#
CCTV-5 体育,http://[2409:8087:74d9:21::6]:80/270000001128/9900000005/index.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:74d9:21::6]:80/270000001128/9900000507/index.m3u8
CCTV-16 奥林匹克,http://[2409:8087:74d9:21::6]:80/270000001128/9900000016/index.m3u8
五星体育,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000007/index.m3u8?IAS
广东体育,http://218.15.214.115:10000/udp/239.77.1.97:5146$广东电信组播
北京体育休闲,http://iptv.8t.cx:8180/udp/239.3.1.243:8000$北京联通组播
咪咕体育,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕足球,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕善跑,http://[2409:8087:1a01:df::4041]/PLTV/88888888/224/3221226053/index.m3u8
睛彩竞技,http://111.193.234.224:8888/udp/239.3.1.125:8001$北京联通组播
睛彩篮球,http://111.193.234.224:8888/udp/239.3.1.126:8001$北京联通组播
睛彩羽毛球,http://111.193.234.224:8888/udp/239.3.1.127:8001$北京联通组播
睛彩广场舞,http://111.193.234.224:8888/udp/239.3.1.128:8001$北京联通组播
纬来体育,https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
超级体育,http://[2409:8087:74d9:21::6]:80/270000001128/9900000020/index.m3u8
精品体育,http://[2409:8087:74d9:21::6]:80/270000001128/9900000102/index.m3u8
劲爆体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000008&IASHttpSessionId=OTT19019320240419154124000281
爱体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000060/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000060&IASHttpSessionId=OTT19019320240419154124000281
欧洲体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/141/index.m3u8
欧洲体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/12048/index.m3u8
Now Sports 618 欧洲杯,http://php.jdshipin.com:8880/xsj.php?id=now-sports-618
Now Sports 619 欧洲杯,http://php.jdshipin.com:8880/xsj.php?id=now-sports-619
Now Lucky 688 欧洲杯,http://php.jdshipin.com:8880/xsj.php?id=now-lucky-688
咪咕 4K 欧洲杯 1,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive01
咪咕 4K 欧洲杯 2,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive02
咪咕 4K 欧洲杯 3,http://129.226.149.79:4785/html/freetest0321.php?access_token=test1208faku&id=Slive03
咪咕 HD 欧洲杯 1,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕 HD 欧洲杯 2,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕 HD 欧洲杯 3,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
红牛TV,http://rbmn-live.akamaized.net:80/hls/live/590964/BoRB-AT/master_1660.m3u8
TNT Sport 1,https://tv.iill.top/beesport/TNT_Sports_1
TNT Sport 2,https://tv.iill.top/beesport/TNT_Sports_2
TNT Sport 3,https://tv.iill.top/beesport/TNT_Sports_3
TNT Sport 4,https://tv.iill.top/beesport/TNT_Sports_4
Sky Sports Football,https://tv.iill.top/beesport/Sky_Sports_Football_Live_TV
Sky Sports Main Event,https://tv.iill.top/beesport/Sky_Sports_Main_Event
Sky Sports Premier League,https://tv.iill.top/beesport/Sky_Sports_Premier_League
Sky Sports Action,https://tv.iill.top/beesport/Sky_Sports_Action_Live_TV
Sky Sports Mix,https://tv.iill.top/beesport/Sky_Sports_Mix_Live_TV
Sky Sports Arena,https://tv.iill.top/beesport/Sky_Sports_Arena_Live_TV
Sky Sports News,https://tv.iill.top/beesport/Sky_Sports_News_Live_TV
Sky Sports Cricket,https://tv.iill.top/beesport/Sky_Sports_Cricket_Live_TV
Sky Sports Tennis,https://tv.iill.top/beesport/Sky_Sports_Tennis
Sky Sports F1,https://tv.iill.top/beesport/Sky_Sports_F1_Live_TV
Sky Sports Golf,https://tv.iill.top/beesport/Sky_Sports_Golf_Live_TV
Sky Sports Racing,https://tv.iill.top/beesport/Sky_Sports_Racing_Live_TV
Tennis Channel,https://tv.iill.top/beesport/Tennis_Channel_Live_TV
LaLiga TV,https://tv.iill.top/beesport/La_Liga_TV_Live_TV
DAZN,https://tv.iill.top/beesport/DAZN_Live_TV
Bein Sports USA,https://tv.iill.top/beesport/Bein_Sports_USA_Live_TV
Bein Sports English 2,https://tv.iill.top/beesport/Bein_Sports_English_2_Live_TV
SuperSport Premier League,https://tv.iill.top/beesport/SuperSport_Premier_League_Live_TV
SuperSport LaLiga,https://tv.iill.top/beesport/SuperSport_LaLiga_Live_TV
SuperSport Action,https://tv.iill.top/beesport/SuperSport_Action_Live_TV
SuperSport Blitz,https://tv.iill.top/beesport/SuperSport_Blitz_Live_TV
SuperSport Cricket,https://tv.iill.top/beesport/SuperSport_Cricket_Live_TV
SuperSport Football,https://tv.iill.top/beesport/SuperSport_Football_Live_TV
SuperSport Golf,https://tv.iill.top/beesport/SuperSport_Golf_Live_TV
SuperSport Rugby,https://tv.iill.top/beesport/SuperSport_Rugby_Live_TV
SuperSport Tennis,https://tv.iill.top/beesport/SuperSport_Tennis_Live_TV
Variety 1,https://tv.iill.top/beesport/Variety_1_Live_TV
Variety 2,https://tv.iill.top/beesport/Variety_2_Live_TV
Variety 3,https://tv.iill.top/beesport/Variety_3_Live_TV
Variety 4,https://tv.iill.top/beesport/Variety_4_Live_TV
Eurosport 1,https://tv.iill.top/beesport/Eurosport_1_Live_TV
Eurosport 2,https://tv.iill.top/beesport/Eurosport_2_Live_TV
Premier Sports 1,https://tv.iill.top/beesport/Premier_Sports_1
Premier Sports 2,https://tv.iill.top/beesport/Premier_Sports_2
Golf Channel,https://tv.iill.top/beesport/Golf_Channel_Live_TV
MLB Network,https://tv.iill.top/beesport/MLB_Network_Live_TV
NBA TV,https://tv.iill.top/beesport/NBA_TV_Live_TV
NFL Network,https://tv.iill.top/beesport/NFL_Network_Live_TV
NFL Redzone,https://tv.iill.top/beesport/NFL_REDZONE_Live_TV
NHL Network,https://tv.iill.top/beesport/NHL_Network_Live_TV
WWE,https://tv.iill.top/beesport/WWE_Live_TV
Willow Cricket,https://tv.iill.top/beesport/Willow_Cricket_Live_TV
Willow Extra,https://tv.iill.top/beesport/Willow_Extra_Live_TV
World Fishing Network,https://tv.iill.top/beesport/World_Fishing_Network_Live_TV
Fight Network,https://tv.iill.top/beesport/Fight_Network_Live_TV
ESPN,https://tv.iill.top/beesport/ESPN_Live_TV
ESPN 2,https://tv.iill.top/beesport/ESPN_2_Live_TV
ESPN News,https://tv.iill.top/beesport/ESPN_News_Live_TV
ESPN U,https://tv.iill.top/beesport/ESPN_U_Live_TV
MUTV,https://tv.iill.top/beesport/MUTV_Live_TV
LFC TV,https://tv.iill.top/beesport/LFC_TV_Live_TV
ACC Network,https://tv.iill.top/beesport/ACC_Network_Live_TV
CBS Sports Network,https://tv.iill.top/beesport/CBS_Sports_Network_Live_TV
Fox Sports 1,https://tv.iill.top/beesport/Fox_Sports_1_Live_TV
Fox Sports 2,https://tv.iill.top/beesport/Fox_Sports_2_Live_TV
AKTV,#genre#
28 AI 智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8
Channel 5 HD,http://aktv.top/AKTV/live/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://aktv.top/AKTV/live/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8
PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8
TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
中天亞洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中視,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
千禧經典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8
寰宇新聞台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
日本全天新聞,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8
明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8
翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8
華視,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8
龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
viutv 99,http://aktv.top/AKTV/live/aktv2/viutv99/AKTV.m3u8
viutv6 96,http://aktv.top/AKTV/live/aktv2/viutv696/AKTV.m3u8
无线新闻台(北美),http://aktv.top/AKTV/live/aktv2/null-1/AKTV.m3u8
Animax-HK,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
C+台,http://aktv.top/AKTV/live/aktv3/c/AKTV.m3u8
DW,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
France 24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
KIX,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
NHK World-Japan,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv3/rockaction/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
香港,#genre#
凤凰资讯,http://dns.yiandrive.com:16813/phenix/fhzx
凤凰中文,http://dns.yiandrive.com:16813/phenix/fhzw
凤凰香港,http://dns.yiandrive.com:16813/phenix/fhhk
凤凰中文「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港「限江西移动」,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
翡翠台(香港版),http://cdn.1678520.xyz/tvb/?id=fct
翡翠台(国内版),http://cdn3.1678520.xyz/live/?id=fct2
翡翠台4K,http://cdn3.1678520.xyz/live/?id=fct4k
TVB plus,http://cdn3.1678520.xyz/live/?id=tvbp
HOY TV,http://cdn3.1678520.xyz/live/?id=hoy
VIUTV,http://cdn12.1678520.xyz/live/?id=viu
Viu剧集台,http://cdn12.1678520.xyz/live/?id=viu2
Now星河台,http://cdn12.1678520.xyz/live/?id=xyt
龙华日韩,http://cdn3.1678520.xyz/live/?id=lhrh
星河台,http://171.108.239.79:8181/tsfile/live/1005_1.m3u8$广西电信酒店
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8$广西电信酒店
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com:8880/smt.php?id=Wlt
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
星河台,http://php.jdshipin.com:8880/smt.php?id=Xinhe
星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
TVB plus,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB Plus,http://ncdsrti.7766.org:7550/hls/chunklistxufkwjw.m3u8
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB 娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
财经资讯台,http://php.jdshipin.com:8880/smt.php?id=tvbcaijing_twn
功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK 31「限HK」,https://rthktv31-live.akamaized.net/hls/live/2036818/RTHKTV31/stream5/streamPlaylist.m3u8
RTHK 32「限HK」,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
RTHK 33「限HK」,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
RTHK 34「限HK」,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream05/streamPlaylist.m3u8
RTHK 35「限HK」,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8
TVB 功夫台,https://lb-mvtv-live.v2h-cdn.com/redirect/asia_action1/1asia_action.stream?type=m3u8
TVB 生活台,https://lb-mvtv-live.v2h-cdn.com/redirect/finance2/finance2.stream?type=m3u8
香港衛視,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
澳門蓮花,https://tv.iill.top/mo/lhws
澳門Macau,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8
澳門葡文,https://live5.tdm.com.mo/ch2/ch2.live/playlist.m3u8
澳視澳門,https://live5.tdm.com.mo/ch1/ch1.live/playlist.m3u8
澳門資訊,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳門體育,https://live5.tdm.com.mo/ch4/sport_ch4.live/playlist.m3u8
澳門綜藝,https://live5.tdm.com.mo/ch6/hd_ch6.live/playlist.m3u8
北京,#genre#
BTV新闻,http://sweetown.fun:4000/rtp/239.3.1.159:8000
BTV影视,http://sweetown.fun:4000/rtp/239.3.1.158:8000
BTV文艺,http://sweetown.fun:4000/rtp/239.3.1.242:8000
BTV财经,http://sweetown.fun:4000/rtp/239.3.1.116:8000
BTV生活,http://sweetown.fun:4000/rtp/239.3.1.117:8000
BTV青年,http://sweetown.fun:4000/rtp/239.3.1.118:8000
BTV纪实科教,http://sweetown.fun:4000/rtp/239.3.1.115:8000
BTV卡酷少儿,http://sweetown.fun:4000/rtp/239.3.1.189:8000
BTV冬奥纪实,http://sweetown.fun:4000/rtp/239.3.1.243:8000
BTV冬奥纪实,http://sweetown.fun:4000/rtp/239.3.1.120:8000
BTV冬奥纪实,http://sweetown.fun:4000/rtp/239.3.1.121:8000
BTV体育休闲,http://sweetown.fun:4000/rtp/239.3.1.243:8000
BTV国际频道,http://sweetown.fun:4000/rtp/239.3.1.235:8000
爱上4K,http://sweetown.fun:4000/rtp/239.3.1.236:2000
4K超清,http://sweetown.fun:4000/rtp/239.3.1.249:8001
体育赛事,http://sweetown.fun:4000/rtp/239.3.1.157:8176
淘电影,http://sweetown.fun:4000/rtp/239.3.1.250:8001
淘剧场,http://sweetown.fun:4000/rtp/239.3.1.95:8001
淘精彩,http://sweetown.fun:4000/rtp/239.3.1.178:8001
淘娱乐,http://sweetown.fun:4000/rtp/239.3.1.100:8001
淘BABY,http://sweetown.fun:4000/rtp/239.3.1.238:8001
睛彩竞技,http://sweetown.fun:4000/rtp/239.3.1.125:8001
睛彩篮球,http://sweetown.fun:4000/rtp/239.3.1.126:8001
睛彩羽毛球,http://sweetown.fun:4000/rtp/239.3.1.127:8001
睛彩广场舞,http://sweetown.fun:4000/rtp/239.3.1.128:8001
上海,#genre#
上海新闻,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000005/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000005&IASHttpSessionId=OTT19019320240419154124000281
上海都市,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281
上海外语,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000001/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000001&IASHttpSessionId=OTT19019320240419154124000281
七彩戏剧,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
五星体育,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000007/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000007&IASHttpSessionId=OTT19019320240419154124000281
东方影视,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000013/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000013&IASHttpSessionId=OTT19019320240419154124000281
东方财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000090/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000090&IASHttpSessionId=OTT19019320240419154124000281
法治天地,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000014/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000014&IASHttpSessionId=OTT19019320240419154124000281
第一财经,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000004/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000004&IASHttpSessionId=OTT19019320240419154124000281
新闻综合,http://116.226.38.242:4022/udp/239.45.3.209:5140$上海电信组播
上海都市,http://222.64.56.17:6666/udp/239.45.3.236:5140$上海电信组播
五星体育,http://116.226.38.242:4022/udp/239.45.3.210:5140$上海电信组播
第一财经,http://116.226.38.242:4022/udp/239.45.3.211:5140$上海电信组播
都市剧场,http://116.226.38.242:4022/udp/239.45.3.136:5140$上海电信组播
上海教育,http://222.64.56.17:6666/udp/239.45.3.122:5140$上海电信组播
东方财经,http://116.226.38.242:4022/udp/239.45.1.119:5140$上海电信组播
上视外语,http://116.226.38.242:4022/udp/239.45.1.127:5140$上海电信组播
东方影视,http://116.226.38.242:4022/udp/239.45.3.237:5140$上海电信组播
欢笑剧场,http://116.226.38.242:4022/udp/239.45.3.196:5140$上海电信组播
东方卫视,https://127.0.0.1:8080/kankanews/dfws.m3u8?t=1733725295&key=cb8c3d91e2d03e7f4559c165fa9830a0
上海新闻综合,https://127.0.0.1:8080/kankanews/shxwzh.m3u8?t=1733725295&key=9a20be046b038a42d6de69563f8d712e
上海外语,https://127.0.0.1:8080/kankanews/shics.m3u8?t=1733725295&key=cf5728e2cc691a6920e9b0d7da3c6c53
上海都市,https://127.0.0.1:8080/kankanews/shds.m3u8?t=1733725295&key=ae86f96b99205e01b5d32e992a488437
第一财经,https://127.0.0.1:8080/kankanews/dycj.m3u8?t=1733725295&key=e12db27a6107b51ba9a71a92dfdeacb1
上海纪实人文,https://127.0.0.1:8080/kankanews/jsrw.m3u8?t=1733725295&key=edd7fa806a52a96910f4190f95d023b8
哈哈炫动,https://127.0.0.1:8080/kankanews/hhxd.m3u8?t=1733725295&key=dc647cfec4b325e2ee7933635ab7050f
广东,#genre#
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州影视,http:///tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国都市,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
佛山综合,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu20211111163434G0Bw.m3u8
佛山公共,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu20220818165035f3Ym.m3u8
佛山影视,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu20211111163523oBdp.m3u8
佛山南海,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu202111111635455Do3.m3u8
佛山顺德,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu20211111163633BJEU.m3u8
佛山高明,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu202111111637516YDa.m3u8
佛山三水,http://58.144.154.93/xmplay.fstv.com.cn/live/xingmu20211111163722fIkX.m3u8
广州综合,https://127.0.0.1:8080/gztv/zhonghe.m3u8?t=1733725295&key=73d44964518a068e22b2498e129b76fd
广州新闻,https://127.0.0.1:8080/gztv/xinwen.m3u8?t=1733725295&key=6a81242bdc867b21fbedd79776dfde81
广州竞赛,https://127.0.0.1:8080/gztv/jingsai.m3u8?t=1733725295&key=9a182ab0177122025bd29a5238379106
广州影视,https://127.0.0.1:8080/gztv/yingshi.m3u8?t=1733725295&key=3b90ad076db898e74f81d4ce28446e5e
广州法治,https://127.0.0.1:8080/gztv/fazhi.m3u8?t=1733725295&key=7e95582318627a9a4c633782b6e56a6e
广州南国都市,https://127.0.0.1:8080/gztv/shenghuo.m3u8?t=1733725295&key=9b109ea36eca735c7c773ce5ff1e58bb
佛山综合,https://127.0.0.1:8080/fstv/fszh.m3u8?t=1733725295&key=8414dfd7cfb6e6c458da05d312bb3466
佛山影视,https://127.0.0.1:8080/fstv/fsys.m3u8?t=1733725295&key=d01b31e91ae2e6a71fdfceb13ff2fe85
佛山公共,https://127.0.0.1:8080/fstv/fsgg.m3u8?t=1733725295&key=9c472434762d265c454a179bbd0c6098
佛山南海,https://127.0.0.1:8080/fstv/fsnh.m3u8?t=1733725295&key=fc03bd38f20fdae1d081c33e6380aede
佛山顺德,https://127.0.0.1:8080/fstv/fssd.m3u8?t=1733725295&key=27878f0c2f285d6d22b743e7c95049db
佛山高明,https://127.0.0.1:8080/fstv/fsgm.m3u8?t=1733725295&key=9f1ed4bfcac1be39bcff1a58cc21f974
佛山三水,https://127.0.0.1:8080/fstv/fsss.m3u8?t=1733725295&key=ad7cdb13b87f47ee0fb3afa3d8f26445
